comment,comment_cleaned,n_star,BATTERY,CAMERA,DESIGN,FEATURES,GENERAL,PERFORMANCE,PRICE,SCREEN,SER&ACC,STORAGE
"quá tốt trong tầm giá , tốt ,quá tốt nhưng chỉ tiếc là không có sạc nhanh nếu có sạc nhanh mà thêm chút tiền nữa cũng được",quá tốt trong tầm giá tốt quá tốt nhưng chỉ tiếc không_có sạc nhanh nếu có sạc nhanh thêm chút tiền nữa cũng được,5,2,0,0,0,3,0,2,0,0,0
Đt lúc đầu thì bình thường mà sau 3 4 tháng thì bắt đầu tốn pin kinh khủng. Bàn phím bị giật và wifi yếu. Để qua đêm có mở wifi thì bị tuột gần 30%. Thất vọng thật sự,điện_thoại lúc đầu bình_thường sau 3 4 tháng bắt_đầu tốn pin kinh_khủng bàn_phím giật và wifi yếu để qua đêm có mở wifi tuột gần 30 thất_vọng thật_sự,1,1,0,0,1,1,0,0,0,0,0
Mau hết pin quá. Xài dở tệ. Quảng cáo thì như đúng rồi. 4500 mà xài thua huawei 3000 mấy trăm nữa đúng là hết nói,mau hết pin quá xài dở_tệ quảng_cáo như đúng rồi 4500 xài thua huawei 30 mấy trăm nữa đúng hết nói,1,1,0,0,0,1,0,0,0,1,0
Máy ngon cấu hình mạnh camera đẹp pin đủ dùng trong 1 ngày không có hiện tượng giực lang  tóc độ quét 90hz chơi game phê lòi sạt nhanh 65w thật kinh khủng 1% lên 100% chỉ 40phut là đầy.noi chung không có gì để chê,máy ngon cấu_hình mạnh camera đẹp pin đủ dùng trong 1 ngày không_có hiện_tượng giực lang tóc độ quét 90hz chơi trò_chơi phê lòi sạt nhanh 65w thật kinh_khủng 1 lên 100 chỉ 40phut đầy noi chung không_có gì để không_thích,5,3,3,0,0,3,3,0,3,0,0
Các b nói sao... tôi xài hơn 1 nam.. cảm ứng nhạy... pin trâu... sạc nhanh... game lien quân bubg mượt.... chụp hình đep... nói chung máy v quá tốt vừa túi tiền....,bạn nói sao tôi xài hơn 1 nam cảm_ứng nhạy pin trâu sạc nhanh trò_chơi lien quân bubg nhanh chụp hình đep nói_chung máy với quá tốt vừa túi_tiền,5,3,3,0,3,3,3,3,0,0,0
"Sản phẩm tốt phục vụ chu đáo 
Mà a cho em hỏi máy này có hỗ trợ xạc không dây không anh",sản_phẩm tốt phục_vụ chu_đáo a cho em hỏi máy này có hỗ_trợ sạc không_dây không_anh,5,2,0,0,0,3,0,0,0,3,0
Mới mua hôm 22/7/2020 tất cả mọi thứ về phần mềm điều ổn.chỉ có mỗi pin là tụt hơi nhanh.ko biết là nó như thế hay là do máy nữa.ai mua để ko cho ngày dài thì đc chứ pin nayd dùng chắc buổi sáng là hết r,mới mua hôm 22 7 2020 tất_cả mọi thứ về phần_mềm điều tốt chỉ có mỗi pin tụt hơi nhanh không_biết nó như thế hay_là do máy nữa ai mua để không_cho ngày dài được chứ pin nayd dùng chắc buổi sáng hết rồi,3,1,0,0,0,0,3,0,0,0,0
"Bắt wifi yếu (dùng cùng wifi với con iPhone 8, con iPhone xem Youtube ầm ầm, con 9S này đứng đơ luôn). Loa ngoài quá nhỏ và rè, điện thoại rung yếu. Được cái pin dùng 3 ngày, xác nhanh.",bắt wifi yếu dùng cùng wifi với con iphone 8 con iphone xem youtube ầm_ầm con 9s này đứng đứng máy luôn loa ngoài quá nhỏ và rè điện_thoại rung yếu được pin dùng 3 ngày xác nhanh,2,3,0,0,1,0,0,0,0,0,0
Mới mua dc 2h Máy cảm giác nặng.dày mọi thứ vẫn chưa thử........................,mới mua được 2h máy cảm_giác nặng dày mọi thứ vẫn chưa_thử,3,0,0,2,0,0,0,0,0,0,0
"Màn hình 90 Hz mượt vãi ,pubg lên 60 fps , pin sạc nhanh chơi trước quạt cũng không quá nóng sản phẩm tuyệt vời",màn_hình 90 hz nhanh vãi pubg lên 60 fps pin sạc nhanh chơi trước quạt cũng không_quá nóng sản_phẩm tuyệt_vời,5,3,0,0,0,3,3,0,3,0,0
Minh đang xài reno 2f chuyển qua reno 4 thấy vân tay nhạy hơn pin còn mới thì lau hết sau này ko bit sao chip 720g cung mạnh mượt hơn p70 nhìu máy đẹp mỗi tội máy làm từ nhựa thấy ko thik bằng reno 2f màng hình củng nhỏ hơn tí nv tgdđ thì ok khỏi pai nói,minh đang xài reno 2f chuyển qua reno 4 thấy vân tay nhạy hơn pin còn mới lau hết sau_này không_biết sao chip 720g cũng mạnh nhanh hơn p70 nhiều máy đẹp mỗi tội máy làm từ nhựa thấy không_thích bằng reno 2f màng hình củng nhỏ hơn tí nhân_viên tgdđ tốt khỏi pai nói,5,3,0,1,3,0,3,0,1,3,0
Mọi thứ đều ok.Máy hơi lag nhưng trước giờ dùng Android nhiều nên thấy thế cũng chấp nhận được...trừ 1 cái là vân tay tệ,mọi thứ đều tốt máy hơi giật nhưng trước giờ dùng android nhiều nên thấy thế cũng chấp_nhận được trừ 1 vân tay tệ,4,0,0,0,1,3,2,0,0,0,0
"Mới mua máy Xiaomi note 7 1 ngày nên vẫn chưa biết máy có thật sự ổn hay không: cảm nhận trước là loa to rõ, pin sạc nhanh (20%-100%) đúng 2 tiếng, pin không đến mức trâu nhưng dùng ổn. Nhưng ấn tượng mạnh về cách phục vụ của TGDD.",mới mua máy xiaomi note 7 1 ngày nên vẫn chưa_biết máy có thật_sự tốt hay không_: cảm_nhận trước loa to rõ pin sạc nhanh 20 100 đúng 2 tiếng pin không_đến mức trâu nhưng dùng tốt nhưng ấn_tượng mạnh về cách phục_vụ của tgdd,5,3,0,0,3,0,0,0,0,3,0
Máy android là 1 dạng tùy biến ko có gg vs các ứng dụng của gg thì càng tốt . Thích hì cài cùng đơn giản mà . Ghét mỗi nhà huawei dùng con chip lởm cấu hình cùi so vs hãng xiaomi và vismat thì quá max .,máy android 1 dạng tùy_biến không_có gg với ứng_dụng của gg tốt thích hì cài cùng đơn_giản ghét mỗi nhà huawei dùng con chip lởm cấu_hình cùi so với hãng xiaomi và vismat quá max,1,0,0,0,0,0,0,0,0,0,0
"Máy này sao toàn bị lổi cục rừng ko vậy
Máy không hiển thị các thông báo trên ứng dụng",máy này sao toàn lổi cục rừng không_vậy máy không_hiển_thị thông_báo trên ứng_dụng,3,0,0,0,0,0,1,0,0,0,0
"Sau 1thag sử dụng thấy máy xuống pin nhanh, hay bị giật, đặc biệt vào tra từ điển. Thật sự thấy k đáng đồng tiền. Cam thì tối. Vài đánh giá chân thật nhất.",sau 1thag sử_dụng thấy máy xuống pin nhanh hay giật đặc_biệt vào tra từ_điển thật_sự thấy không_đáng đồng_tiền camera tối vài đánh_giá chân_thật nhất,1,1,1,0,0,0,1,1,0,0,0
Máy dùng ngón trong tầm giá mọi thứ đều ổn đặc biệt là pin trâu dùng thả ga sạc nhanh,máy dùng ngón trong tầm giá mọi thứ đều tốt đặc_biệt pin trâu dùng thả ga sạc nhanh,5,3,0,0,0,3,0,2,0,0,0
Sao mk sử dụng đc 1 thời gian có 3 game mk tải là liên quân free fire pubg tất cả đều ko vô đc là sao tư vấn giúp mk,sao mình sử_dụng được 1 thời_gian có 3 trò_chơi mình tải liên_quân free fire pubg tất_cả đều không_vô được sao tư_vấn giúp mình,4,0,0,0,0,0,1,0,0,0,0
"Bàn phím dởm, nhắn tin hay bị nhảy chữ. Pin thì lướt web đọc báo thôi mà một ngày cũng sạc ít nhất 2 lần. Thất vọng.",bàn_phím dởm nhắn_tin hay nhảy chữ pin lướt web đọc báo thôi một ngày cũng sạc ít_nhất 2 lần thất_vọng,1,1,0,0,1,1,0,0,0,0,0
Sản phẩm thiết kế kiểu mới đẹp sang trọng. Màu máy đẹp thời trang. Pin lớn sài lâu hết pin.,sản_phẩm thiết_kế kiểu mới đẹp sang_trọng màu máy đẹp thời_trang pin lớn xài lâu hết pin,5,3,0,3,0,0,0,0,0,0,0
Sao máy chạy 4g kém vậy mới mua 3 hôm ức phát điên mọi người có bị vậy ko 10tr mà chơi trò choi giải trí mà ức chế qua,sao máy chạy mạng kém vậy mới mua 3 hôm ức phát điên mọi người có vậy không_10tr chơi trò choi giải_trí ức_chế qua,1,0,0,0,1,1,0,2,0,0,0
"Bắt sóng kém thường xuyên khởi động lại máy mới có 4g, sạt pin lổi hoài, lúc sạt được lúc sạt không vô pin",bắt sóng kém thường_xuyên khởi_động lại máy mới có mạng sạt pin lổi hoài lúc sạt được lúc sạt không_vô pin,2,1,0,0,1,0,0,0,0,0,0
"Cho hỏi máy ghi sạc nhanh , nhưng sạc đầy cái máy này mất 4-5h là sao vậy ? Có khi còn lâu hơn . Trc đây sài các máy khác có sạc nhanh k máy nào lại chậm đến như vậy , kể cả A50 vẫn sạc nhanh hơn ??",cho hỏi máy ghi sạc nhanh nhưng sạc đầy máy này mất 4 5h sao vậy có khi còn lâu hơn trc đây xài máy khác có sạc nhanh không_máy nào lại chậm đến như vậy kể_cả a50 vẫn sạc nhanh hơn,2,1,0,0,0,0,0,0,0,0,0
"Sản phẩm nhỏ gọn, vừa tay thiết kế màu sắc đẹp mắt , sang trọng. Máy dùng rất mượt mà, chế độ bảo hành rất tốt, pin khoẻ .Cảm ứng mượt mà, phù hợp với công việc của mình bởi camera sắc nét. Sẽ luôn ủng hộ điện máy xanh",sản_phẩm nhỏ gọn vừa tay thiết_kế màu_sắc_đẹp_mắt sang_trọng máy dùng rất nhanh chế_độ bảo_hành rất tốt pin khoẻ cảm_ứng nhanh phù_hợp với công_việc của mình camera sắc nét sẽ luôn ủng_hộ điện_máy xanh,5,3,3,3,3,0,3,0,0,3,0
Rất ngon và ok chiến game rất mượt mà chơi game không sợ tụt pin nghe gọi ok,rất ngon và tốt chiến trò_chơi rất nhanh chơi trò_chơi không_sợ tụt pin nghe gọi tốt,5,3,0,0,3,3,3,0,0,0,0
"Máy rất tốt. Pin cao thiết kế đẹp . Chơi game ổn định 
Mọi người nên sử dụng những dòng vivo",máy rất tốt pin cao thiết_kế đẹp chơi trò_chơi tốt_định mọi người nên sử_dụng những dòng vivo,5,3,0,3,0,3,3,0,0,3,0
"Máy xài không có gì phàn nàn, chỉ mỗi tội sau 3 tháng bị hư GPS phải đi bảo hành, Chán!",máy xài không_có gì phàn_nàn chỉ mỗi_tội sau 3 tháng hư gps phải đi bảo_hành chán,2,0,0,0,1,2,0,0,0,0,0
Mua 1 tháng. Không hiểu sao lúc thì chế độ sạc thường lúc thì chế độ sạc nhanh. Hay là do máy bị lỗi,mua 1 tháng không_hiểu sao lúc chế_độ sạc thường lúc chế_độ sạc nhanh hay_là do máy lỗi,1,1,0,0,0,0,0,0,0,0,0
Máy quá tệ cảm ứng không nhạy cam thì quá xấu lổi thẻ nhớ pin thấy hơi có vấn đề sài chưa được 1 tháng.đổi lại máy mới pin có ổn không biết chứ pin trụt rất nhanh khi xem video  quá tệ,máy quá tệ cảm_ứng không_nhạy camera quá xấu lổi thẻ_nhớ pin thấy hơi có vấn_đề xài chưa_được 1 tháng đổi lại máy mới pin có tốt không_biết chứ pin trụt rất nhanh khi xem video quá tệ,1,1,1,0,1,1,0,0,0,1,0
Sài cùng tốt mua ngay sinh nhật. Cửa TGDD được giảm     xài gạt nước     các nền mua nhe,xài cùng tốt mua ngay sinh_nhật cửa tgdd được giảm xài gạt nước nền mua_nhe,5,0,0,0,0,3,0,3,0,0,0
Giá mua thẳng khác giá trả ghóp..khi trả ghóp là tính giá khác..cho xin cụ thể thông tin nhé shop,giá mua thẳng khác giá trả ghóp khi trả ghóp tính giá khác cho xin cụ_thể thông_tin nhé cửa_hàng,4,0,0,0,0,0,0,0,0,1,0
Sản phẩm tốt. Pin trâu. Màn hình to rõ nét. Vân tay hơi chậm. Chụp hình tự sướng không thành vấn đề. Hút wifi tốt,sản_phẩm tốt pin trâu màn_hình to rõ nét vân tay hơi chậm chụp hình tự sướng không_thành vấn_đề hút wifi tốt,5,3,3,0,2,3,0,0,3,0,0
Mới mua về xài ok mà xà khoảng một tháng vô game lâu lâu mắt khởi động lại chơi game nó bị đơ còn hơi bị lag phải để cấu hình thấp mới chơi được còn pin thì để qua đêm không sạc thì giảm 5 đến 10 %pin còn chụp hình thì ok (củng tạm được) mình đánh giá cho ae chơi game nặng thì mua con khác .,mới mua về xài tốt xà khoảng một tháng vô trò_chơi lâu_lâu mắt khởi_động lại chơi trò_chơi nó đứng máy còn hơi giật phải để cấu_hình thấp mới chơi được còn pin để qua đêm không_sạc giảm 5 đến 10 pin còn chụp hình tốt củng tạm được mình đánh_giá cho ae chơi trò_chơi nặng mua con khác,3,1,3,0,0,2,1,0,0,0,0
"Chỉ biết nói 2 từ, rất tệ khuyên mọi người có ý định thì nên thay đổi  mình mới mua sau 20 ngày rớt giá cu và 2 đối máy nhưng lỗi tin nhắn lỗi mensenge lỗi bắt sóng nói chung không thể tả nổi với cái máy 14 triệu quá tệ",chỉ biết nói 2 từ rất tệ khuyên mọi người có ý_định nên thay_đổi mình mới mua sau 20 ngày rớt_giá cu và 2 đối máy nhưng lỗi tin nhắn lỗi mensenge lỗi bắt sóng nói_chung không_thể tả nổi với máy 14 triệu quá tệ,1,0,0,0,1,1,0,1,0,0,0
"Sau 01 tuần trải nghiệm tốt.
Máy gọn nhẹ. Pin trâu. Giá phù hợp. Bộ nhớ trong thoải thích. Cảm ứng mượt. Chỉ thiếu sạc nhanh thôi!!!!",sau 01 tuần trải nghiệm tốt máy gọn_nhẹ pin trâu giá phù_hợp bộ_nhớ trong thoải thích cảm_ứng nhanh chỉ thiếu sạc nhanh thôi,5,2,0,3,3,0,0,3,0,0,3
Mua được 16 ngày thấy đt sài rất tốt pin 2 ngày mới sạc 1 lần mà sạc thì chỉ mất có 30 - 40p thôi rất tiện lợi,mua được 16 ngày thấy điện_thoại xài rất tốt pin 2 ngày mới sạc 1 lần sạc chỉ mất có 30 40p thôi rất tiện_lợi,5,3,0,0,0,3,0,0,0,0,0
Tôi mua đt 3 ngày. Nhưng khi nghe nhạc bằng tai phone thì nhạc bị dấp. Lần nào nghe cũng bị dấp.v  máy có bị lỗi k ạ,tôi mua điện_thoại 3 ngày nhưng khi nghe nhạc bằng tai điện_thoại nhạc dấp lần nào nghe cũng dấp với máy có lỗi không_ạ,3,0,0,0,0,0,0,0,0,1,0
Mới mua hồi sáng 1/1/2020 ... Nói chung máy sử dụng mượt mà ... Giá lại bình dân ... Cám mơn nhân viên thế giới di động đã phục vụ tận tình ...,mới mua hồi sáng 1 1 2020 nói_chung máy sử_dụng nhanh giá lại bình_dân cám mơn nhân_viên thế_giới di_động đã phục_vụ tận_tình,5,0,0,0,0,0,3,3,0,3,0
"Sản phẩm tốt chất lượng, dịch vụ tuyệt vời
Camera rất sáng... nhân viên lịch sự và nhiệt tình",sản_phẩm tốt chất_lượng dịch_vụ tuyệt_vời camera rất sáng nhân_viên lịch_sự và nhiệt_tình,5,0,3,0,0,3,0,0,0,3,0
"Đt mới mua nhưng chỉ nghe đc 1 bên loa.
........................................",điện_thoại mới mua nhưng chỉ nghe được 1 bên loa,1,0,0,0,1,0,0,0,0,0,0
"Pin hơi yếu với thông số 4500mAh, vân tay không nhạy cho lắm. Còn lại thì ok hết.",pin hơi yếu với thông_số 4500mah vân tay không_nhạy cho lắm còn lại tốt hết,4,1,0,0,1,3,0,0,0,0,0
Tạm ổn chưa biết được sau này như thế nào có cầm pin không có cần sạc 8 Tiếng khi mới mua về không ạ,tạm tốt chưa_biết được sau_này như thế_nào có cầm pin không_có sạc 8 tiếng khi mới mua về không_ạ,5,0,0,0,0,2,0,0,0,0,0
"Mình mua được 1 tháng, nói chung máy xài ổn. Màn hình ra ngoài trời bị mờ hơi so với các dòng điện thoại khác.",mình mua được 1 tháng nói_chung máy xài tốt màn_hình ra ngoài_trời mờ hơi so với dòng điện_thoại khác,4,0,0,0,0,3,0,0,1,0,0
Tạm. Cảm ứng ko ngon như xiaomi. Chụp hình xấu hơn con realme. Nói chung khá hối hận khi mua :((((,tạm cảm_ứng không_ngon như xiaomi chụp hình xấu hơn con realme nói_chung khá hối_hận khi mua :,3,0,1,0,1,1,0,0,0,0,0
"Máy sử dụng thấy pin mau tuột,khi dung phím nt tốc độ hơi chậm cảm giác la mình đã cham r ma ko nhảy chữ trong khi minh nt bấm cung ko nhanh lam.còn mọi thứ đều cảm thấy tốt.vỏ máy đẹp .",máy sử_dụng thấy pin mau tuột khi dùng phím nt tốc_độ hơi chậm cảm_giác la mình đã cham rồi ma không_nhảy chữ trong khi minh nt bấm cũng không_nhanh lam còn mọi thứ đều cảm_thấy tốt vỏ máy đẹp,5,1,0,3,1,3,0,0,0,0,0
Thiết kế máy mỏng nhẹ cầm rất thoải mái. Giữ lâu sạc pin nhanh. Chụp hình đẹp. Màu xanh đẹp xuất sắc luôn,thiết_kế máy mỏng nhẹ cầm rất thoải_mái giữ lâu sạc pin nhanh chụp hình đẹp màu xanh đẹp xuất_sắc luôn,5,3,3,3,0,0,0,0,0,0,0
"Mình mua cho mẹ của mình được khoảng 2 tháng, Tết này mới đem về cho mẹ dùng. Nói chung không có gì để chê. Camera sau chụp ảnh chế độ chân dung phải nói siêu nét, siêu đẹp, làm mình khá bất ngờ.",mình mua cho mẹ của mình được khoảng 2 tháng tết này mới đem về cho mẹ dùng nói_chung không_có gì để không_thích camera sau chụp ảnh chế_độ chân dùng phải nói siêu nét siêu đẹp làm mình khá bất_ngờ,5,0,3,0,0,3,0,0,0,0,0
"Sau đây là đánh giá chung về máy sau 10 ngày dùng... Pin trâu nghe gọi to rõ, cảm biến vân tay và khuân mặt khá nhạy, dùng và sạc pin chỉ ấm nhẹ, pin sạc từ 0-100% là 3h...cam chụp tạm được lưu ảnh ở chế độ làm đẹp chậm, loa nghe nhạc không hay, máy nặng mặt sau bóng rất dễ trầy",sau đây đánh_giá chung về máy sau 10 ngày dùng pin trâu nghe gọi to rõ cảm_biến vân tay và khuân mặt khá nhạy dùng và sạc pin chỉ ấm nhẹ pin sạc từ 0 100 3h camera chụp tạm được lưu ảnh ở chế_độ làm_đẹp chậm loa nghe nhạc không_hay máy nặng mặt sau bóng rất dễ trầy,4,2,1,1,2,0,0,0,0,0,0
"Mình sài đc 3 tháng ko thấy lỗi gì kể cả lỗi loạn cảm ứng như mấy bạn kia nói mình cắm tai nghe vào lướt wed bt chơi game mượt mỗi tội camera trướt hơi xấu,camera sau khỏi bàn nét cực,chơi game mượt như gái 18 đối và giá này ko đòi hỏi cao",mình xài được 3 tháng không_thấy lỗi gì kể_cả lỗi loạn cảm_ứng như mấy bạn kia nói mình cắm tai_nghe vào lướt wed bình_thường chơi trò_chơi nhanh mỗi tội camera trướt hơi xấu camera sau khỏi bàn nét cực chơi trò_chơi nhanh như gái 18 đối và giá này không_đòi_hỏi cao,5,0,2,0,0,2,3,2,0,0,0
"Sản phẩm thời bây giờ, mẫu khá ổn, giá  hơn 3 triệu đồng mà không có cảm biến la bàn, hơi tiếc. Cảm ứng thì lỳ, thao tác vuốt nhận lệnh chậm.",sản_phẩm thời bây_giờ mẫu khá tốt giá hơn 3 triệu đồng không_có cảm_biến la_bàn hơi tiếc cảm_ứng lỳ thao_tác vuốt nhận lệnh chậm,1,0,0,3,1,0,0,2,0,0,0
Sản phẩm ok. Dùng ổn nên mua nha. Pin hơi ít                                          máy đẹp cấu hình cao màn hình đẹp sáng chụp hình tuyệt,sản_phẩm tốt dùng tốt nên mua nha pin hơi ít máy đẹp cấu_hình cao màn_hình đẹp sáng chụp hình tuyệt,5,1,3,3,0,3,3,0,3,0,0
"Pin trâu, Camera đủ dùng, máy đẹp, đúng như quảng cáo , tư ván bảo hành tốt , với cấu hình này giá hợp lý",pin trâu camera đủ dùng máy đẹp đúng như quảng_cáo tư ván bảo_hành tốt với cấu_hình này giá hợp_lý,5,3,3,3,0,0,0,3,0,3,0
"Máy xài qua tốt, nhất là pin trâu, xứng đáng với đồng tiền. Nhân viên rất nhiệt tình.",máy xài qua tốt nhất pin trâu xứng_đáng với đồng_tiền nhân_viên rất nhiệt_tình,5,3,0,0,0,3,0,3,0,3,0
"Lâu lâu nó bị đơ, chơi game thì cũng ổn định, camera còn dởm, sau Sài mấy tháng nay tui thấy pin ko ổn định lắm, sóng wifi còn yếu , mức tiền khá oke , nhân viên thì rất dễ thương và thân thiện , nên tui đánh giá 4sao",lâu_lâu nó đứng máy chơi trò_chơi cũng tốt định camera còn dởm sau xài mấy tháng nay tôi thấy pin không_tốt định lắm sóng wifi còn yếu mức tiền khá tốt nhân_viên rất dễ_thương và thân_thiện nên tôi đánh_giá 4sao,4,1,1,0,1,0,2,3,0,3,0
Lúc đầu mua thì ok cỡ 2 3 tháng là nó hao pin lúc đầu sạc 2 tiếng khoảng 2 3 tháng sạc 2 tiếng rưỡi 3 tiếng sài được thời gian sẽ bị lag sài chán muốn đổi cái khác,lúc đầu mua tốt cỡ 2 3 tháng nó hao pin lúc đầu sạc 2 tiếng khoảng 2 3 tháng sạc 2 tiếng rưỡi 3 tiếng xài được thời_gian sẽ giật xài chán muốn đổi khác,3,1,0,0,0,2,1,0,0,0,0
"Máy tốt xài ổn , pin xài trâu nếu sử dụng để lướt web, nghe nhạc rất phù hợp cho những bạn có nhu cầu học online và thực hiện các tác tác vụ nhẹ",máy tốt xài tốt pin xài trâu nếu sử_dụng để lướt web nghe nhạc rất phù_hợp cho những bạn có nhu_cầu học online và thực_hiện tác tác vụ nhẹ,4,3,0,0,0,3,0,0,0,0,0
Mọi thứ đều OK nhân viên tư vấn nhiệt tình nhưng hơi thất vọng về màn hình độ phân giải có HD+ lại còn tấm nền TFT,mọi thứ đều tốt nhân_viên tư_vấn nhiệt_tình nhưng hơi thất_vọng về màn_hình độ phân_giải có hd lại còn tấm nền tft,4,0,0,0,0,3,0,0,1,3,0
Máy toàn không nhận dạng được vân tay đã được đổi máy mới mà máy mới cũng bị dính lỗi như vậy bỏ ra hơn chục triệu mà được cái máy quá chán.quá thất vọng về 7plus,máy toàn không_nhận_dạng được vân tay đã được đổi máy mới máy mới cũng dính lỗi như vậy bỏ ra hơn chục triệu được máy quá chán quá thất_vọng về 7plus,1,0,0,0,1,1,0,1,0,0,0
Mua điện thoại về  dc 2 ngày.. pin nhanh hết.vân tay   không được.game thì k chơi  dc ..  có cách  nào đó khắc phục dc pin k ad.. mình tắt khóa màn  hình. Chỉ vuốt mở khóa. Độ sáng màn  hình thấp. Tắt hết ứng dụng k cần . Tắt ứng dụng chạy ngầm.. giảm thời gian chờ xuống 30s r,mua điện_thoại về được 2 ngày pin nhanh hết vân tay không_được trò_chơi không_chơi được có cách nào đó khắc_phục được pin không_admin mình tắt khóa màn_hình chỉ vuốt mở khóa độ sáng màn_hình thấp tắt hết ứng_dụng không_cần tắt ứng_dụng chạy ngầm giảm thời_gian chờ xuống 30s rồi,1,1,0,0,1,0,1,0,0,0,0
"Máy kém chất lượng chíp yếu chơi game giật lác lòi mắt 4,5tr quá đắt xaeomi với tầm giá 4,5tr dùng tốt hơn nhiều với đà này mình sẽ giới thiệu sản phẩm cho nhiều người biết hơn để góp phần tạo cơ hội cho oppo biến mất khỏi thị trường",máy kém chất_lượng chíp yếu chơi trò_chơi giật giật lòi mắt 4 5tr quá đắt xaeomi với tầm giá 4 5tr dùng tốt hơn nhiều với đà này mình sẽ giới_thiệu sản_phẩm cho nhiều người biết hơn để góp_phần tạo cơ_hội cho oppo biến mất khỏi thị_trường,1,0,0,0,0,1,1,1,0,1,0
"Máy đẹp, chắc chắn! Phù hợp với người có tuổi. Mình mới mua cho bố mình, ông rất hài lòng và khen chữ to, dùng thích hơn Nokia",máy đẹp chắc_chắn phù_hợp với người có tuổi mình mới mua cho bố mình ông rất hài_lòng và thích chữ to dùng thích hơn nokia,5,0,0,3,3,0,0,0,0,0,0
Mua và sử dụng được 1 tuần thì mk thấy con reno3 này ko có j để chê với 1 người chỉ dùng các tính năng thông dụng hằng ngày và chơi 1 vài game nhẹ. Còn chơi mấy game nặng thì chưa biết vì ko chơi game j cả 😆😆,mua và sử_dụng được 1 tuần mình thấy con reno3 này không_có gì để không_thích với 1 người chỉ dùng tính_năng thông_dụng hằng ngày và chơi 1 vài trò_chơi nhẹ còn chơi mấy trò_chơi nặng chưa_biết vì không_chơi trò_chơi gì,5,0,0,0,0,0,2,0,0,0,0
"Khuyên mn ko nên mua máy này, máy mới mà đơ, giật lag kinh khủng, chữ tự nhảy,  ảm ứng kém, bắt wifi kém, loa bé",khuyên mn không_nên mua máy này máy mới đứng máy giật giật kinh_khủng chữ tự nhảy ảm ứng kém bắt wifi kém loa bé,1,0,0,0,1,1,1,0,0,0,0
1 sản phẩm dành cho thông mình mà dùng k khác gì máy cục gạch.lỗi Facebook k nhận được thoonh báo trong khi đanh dùng và messager khi khoá màn hình k nhận được tin nhắn cũng như cuộc gọi messenger,1 sản_phẩm dành cho thông mình dùng không_khác gì máy cục gạch lỗi facebook không_nhận được thoonh báo trong khi đanh dùng và messager khi khoá màn_hình không_nhận được tin nhắn cũng như cuộc_gọi messenger,1,0,0,0,0,1,1,0,0,0,0
Lúc đầu thì tốt như quảng cáo. Từ khi cập nhật phần mềm thì chậm như rùa bò không thể chơi được game. Có cách nào khắc phục được lỗi này không làm ơn chỉ giúp. Lời khuyên cho những ai mua nó đừng có nâng cấp phần mềm!.,lúc đầu tốt như quảng_cáo từ khi cập_nhật phần_mềm chậm như rùa bò không_thể chơi được trò_chơi có cách nào khắc_phục được lỗi này không_làm_ơn chỉ giúp lời khuyên cho những ai mua nó đừng_có nâng_cấp phần_mềm,1,0,0,0,0,0,2,0,0,0,0
"Sản phẩm dùng mượt mà, yên tâm vì là hàng chính hãng, chế độ bảo hành tốt.Nhân viên phục vụ nhiệt tình.",sản_phẩm dùng nhanh yên_tâm vì hàng chính hãng chế_độ bảo_hành tốt nhân_viên phục_vụ nhiệt_tình,5,0,0,0,0,0,3,0,0,3,0
"Máy khá đẹp, nhẹ, mới mua đc 2 ngày thấy khá ổn
Chỉ có cái chơi game còn khá lag nên chỉ cho 4 sao thôi",máy khá đẹp nhẹ mới mua được 2 ngày thấy khá tốt chỉ có chơi trò_chơi còn khá giật nên chỉ cho 4 sao thôi,4,0,0,3,0,3,1,0,0,0,0
Chơi game thoát ra bị đơ máy và có 1 góc trên màn hình bị nhểu. Phải tắt nguồn khởi động lại thì mới hết. Lúc mới mua thì xài bình thường sau 1 tháng hơn thì bắt đầu đơ máy,chơi trò_chơi thoát ra đứng máy máy và có 1 góc trên màn_hình nhểu phải tắt nguồn khởi_động lại mới hết lúc mới mua xài bình_thường sau 1 tháng hơn bắt_đầu đứng máy máy,1,0,0,0,0,2,1,0,1,0,0
"Mình mua con này được 9 ngày rồi mà lỗi GPS vẫn chưa được khắc phục! rất khó chịu với người thường dùng bản đồ như mình, nay còn xuất hiện lỗi đơ nhẹ nữa chứ! tạm đánh giá 3s",mình mua con này được 9 ngày rồi lỗi gps vẫn chưa_được khắc_phục rất khó_chịu với người thường dùng bản_đồ như mình nay còn xuất_hiện lỗi đứng máy nhẹ nữa chứ tạm đánh_giá 3s,3,0,0,0,1,0,1,0,0,0,0
"Máy tốt mà hoạt động bình thường pin trâu lắm.ae phân vân cứ mua nhé OK!.,.............",máy tốt hoạt_động bình_thường pin trâu lắm ae phân_vân cứ mua nhé tốt,5,3,0,0,0,3,0,0,0,0,0
Bắt sóng wifi quá kém. Pin tốt. Sài vô tư. Mong có phần mềm khắc phục sóng wifi.,bắt sóng wifi quá kém pin tốt xài vô_tư mong có phần_mềm khắc_phục sóng wifi,3,3,0,0,1,0,0,0,0,0,0
